personId,firstname,lastname,siret,city,salary,calculatedCategory
177,Thomas,Martin,82989038667142,Nantes,38985.84,MIDDLE
178,Jean,Moreau,68489979426733,Lyon,73594.68,SENIOR
179,Jean,Martin,19724346344463,Lille,80238.16,MASTER
180,Thomas,Laurent,56251740925589,Lille,69634.01,SENIOR
181,Chloé,Laurent,34801352148296,Paris,69882.46,SENIOR
182,Marie,Martin,21872881566823,Paris,36224.13,MIDDLE
183,Camille,Martin,80972845245308,Bordeaux,25959.63,MIDDLE
184,Marie,Moreau,62250287714532,Marseille,74898.86,SENIOR
186,Camille,Martin,36250335370833,Lyon,54466.19,SENIOR
187,Jean,Moreau,50797634698277,Lyon,62440.9,SENIOR
188,Chloé,Dupont,29073372860682,Bordeaux,29856.61,MIDDLE
189,Lucas,Laurent,49583096836015,Bordeaux,56297.24,SENIOR
190,Lucas,Lefebvre,42831325091343,Bordeaux,46167.52,SENIOR
191,Camille,Girard,21823890358746,Bordeaux,32895.3,MIDDLE
192,Nicolas,Girard,37719494744668,Lyon,70145.34,SENIOR
194,Lucas,Lefebvre,18551441307695,Paris,69936.02,SENIOR
195,Lucas,Dupont,98708683623139,Lyon,85293.82,MASTER
196,Chloé,Moreau,21267887306848,Lille,24235.72,MIDDLE
197,Lucas,Lefebvre,65643385583841,Nantes,25407.86,MIDDLE
198,Nicolas,Moreau,33468757047640,Nantes,37176.83,MIDDLE
199,Marie,Laurent,44801413932401,Paris,37038.16,MIDDLE
200,Thomas,Girard,57640719945553,Bordeaux,47996.05,SENIOR
201,Lucas,Lefebvre,24107392927463,Lille,18178.58,JUNIOR
202,Nicolas,Laurent,91186959502569,Lyon,87937.23,MASTER
203,Camille,Laurent,27583602869646,Bordeaux,81782.96,MASTER
204,Camille,Laurent,57883986133967,Lille,56832.76,SENIOR
205,Nicolas,Girard,62575540902320,Nantes,83963.13,MASTER
207,Marie,Lefebvre,32556091936554,Nantes,20701.49,MIDDLE
208,Chloé,Laurent,14770330427705,Marseille,85615.49,MASTER
209,Camille,Laurent,50484765744376,Paris,62499.91,SENIOR
210,Camille,Girard,10924401946610,Nantes,51881.63,SENIOR
211,Chloé,Girard,59139758392311,Lille,36681.77,MIDDLE
213,Jean,Moreau,82309981806706,Lille,15920.23,JUNIOR
214,Marie,Girard,56250172150824,Nantes,87472.17,MASTER
215,Lucas,Martin,64600198607959,Lyon,59800.52,SENIOR
216,Chloé,Lefebvre,50595014524476,Marseille,35936.39,MIDDLE
217,Thomas,Laurent,12365859904959,Nantes,82406.59,MASTER
218,Marie,Girard,58885519965261,Lyon,60960.4,SENIOR
219,Camille,Moreau,65809272917190,Nantes,61295.68,SENIOR
220,Camille,Girard,10514465495964,Nantes,75376.68,MASTER
221,Camille,Moreau,30416842102115,Lille,83629.86,MASTER
222,Chloé,Laurent,26634919081757,Bordeaux,87719.66,MASTER
223,Jean,Dupont,98447991843681,Paris,18562.55,JUNIOR
224,Lucas,Girard,27991809630681,Paris,57146.05,SENIOR
225,Nicolas,Moreau,83721438089217,Lyon,86195.38,MASTER
226,Thomas,Lefebvre,15087159113220,Paris,21160.77,MIDDLE
227,Nicolas,Martin,94650834556781,Lyon,63199.06,SENIOR
228,Thomas,Lefebvre,42147347679667,Lille,71236.03,SENIOR
229,Marie,Girard,36214616674568,Lille,89058.39,MASTER
230,Chloé,Girard,28194938136178,Nantes,59850.97,SENIOR
231,Nicolas,Laurent,42713253554244,Lille,69651.09,SENIOR
232,Marie,Martin,87625183504290,Bordeaux,52503.53,SENIOR
233,Thomas,Girard,42414574343273,Lyon,68912.41,SENIOR
234,Nicolas,Dupont,15473757855081,Lille,37783.55,MIDDLE
235,Lucas,Martin,31494511318290,Lille,83645.5,MASTER
236,Jean,Dupont,16115021768251,Marseille,29283.93,MIDDLE
237,Camille,Lefebvre,19702544686820,Marseille,88105.92,MASTER
238,Marie,Dupont,35046799493466,Bordeaux,49547.2,SENIOR
239,Nicolas,Girard,21904804861243,Nantes,73347.71,SENIOR
240,Lucas,Moreau,67746153931384,Paris,38870.03,MIDDLE
241,Nicolas,Laurent,23806177794829,Paris,15786.26,JUNIOR
242,Lucas,Lefebvre,64033656281510,Marseille,35437.03,MIDDLE
243,Camille,Dupont,59459202662513,Nantes,41372.23,MIDDLE
245,Camille,Moreau,13445689008112,Bordeaux,30678.98,MIDDLE
246,Marie,Girard,97665512058385,Marseille,31227.24,MIDDLE
247,Marie,Dupont,33501730700647,Bordeaux,59272.31,SENIOR
249,Lucas,Martin,52506603346580,Marseille,34713.63,MIDDLE
250,Chloé,Martin,41799437366992,Bordeaux,83808.83,MASTER
252,Chloé,Martin,94663120526088,Lille,21353.64,MIDDLE
253,Jean,Moreau,42407086488105,Lyon,37238.62,MIDDLE
254,Thomas,Lefebvre,24058489640650,Bordeaux,33814.36,MIDDLE
255,Lucas,Martin,91064091531596,Nantes,27142.26,MIDDLE
256,Thomas,Martin,40317743693663,Lyon,18221.82,JUNIOR
257,Camille,Martin,14773347409875,Paris,28057.93,MIDDLE
258,Jean,Girard,53807842479368,Nantes,78951.57,MASTER
259,Thomas,Girard,80853062103838,Lyon,74479.15,SENIOR
260,Marie,Dupont,60715359645175,Lille,40275.63,MIDDLE
261,Nicolas,Girard,44869001246246,Lille,87161.04,MASTER
262,Nicolas,Moreau,14736510009283,Bordeaux,57830.6,SENIOR
264,Chloé,Moreau,98586159730611,Marseille,19836.91,JUNIOR
265,Lucas,Moreau,68135882856014,Paris,63385.54,SENIOR
266,Nicolas,Dupont,25212366050314,Nantes,30515.03,MIDDLE
267,Nicolas,Moreau,30506964497901,Nantes,23546.03,MIDDLE
268,Nicolas,Moreau,25197341438781,Marseille,65550.36,SENIOR
269,Nicolas,Dupont,41132496136250,Paris,76878.72,MASTER
270,Thomas,Laurent,82360542625558,Marseille,37396.98,MIDDLE
271,Camille,Girard,52183122304407,Paris,15995.26,JUNIOR
272,Jean,Lefebvre,21554498819967,Paris,17673.48,JUNIOR
273,Jean,Dupont,63352795366476,Bordeaux,46644.31,SENIOR
274,Lucas,Laurent,23582203314345,Lyon,68456.45,SENIOR
275,Jean,Moreau,21302232694785,Lille,70026.2,SENIOR
277,Chloé,Martin,17858074046146,Nantes,73983.41,SENIOR
278,Lucas,Laurent,28937737034932,Paris,23334.44,MIDDLE
281,Chloé,Martin,36431406248527,Paris,61955.57,SENIOR
282,Camille,Girard,19472460292803,Lille,26815.16,MIDDLE
283,Thomas,Girard,84503275461347,Bordeaux,84152.16,MASTER
284,Camille,Laurent,67125172939550,Marseille,49884.35,SENIOR
286,Jean,Martin,13571201212540,Marseille,16437.53,JUNIOR
287,Camille,Lefebvre,48348150814466,Bordeaux,46694.37,SENIOR
288,Camille,Lefebvre,57423780897836,Paris,88670.29,MASTER
289,Marie,Girard,93146290017554,Lyon,40602.98,MIDDLE
290,Thomas,Martin,64742441335960,Lyon,35824.16,MIDDLE
291,Nicolas,Dupont,44838814097389,Paris,71866.99,SENIOR
292,Marie,Dupont,91534580608841,Bordeaux,80736.76,MASTER
293,Marie,Moreau,96043312380639,Bordeaux,61611.79,SENIOR
294,Camille,Girard,48392111191869,Lille,79792.93,MASTER
295,Marie,Laurent,60846785318620,Lyon,24926.27,MIDDLE
297,Lucas,Girard,30571057645269,Lille,49361.28,SENIOR
298,Nicolas,Martin,48138268862632,Paris,46295.89,SENIOR
299,Chloé,Moreau,97387736882752,Nantes,73050.88,SENIOR
300,Camille,Martin,57539223837878,Lyon,77850.49,MASTER
301,Chloé,Girard,30308599501483,Lille,28235.56,MIDDLE
302,Nicolas,Laurent,35303806866488,Marseille,69347.25,SENIOR
303,Nicolas,Moreau,93378523498311,Bordeaux,31920.36,MIDDLE
304,Thomas,Lefebvre,21836689005649,Nantes,20481.58,MIDDLE
305,Camille,Lefebvre,51048619361366,Marseille,73158.8,SENIOR
306,Nicolas,Lefebvre,62355985893070,Nantes,36724.68,MIDDLE
307,Thomas,Lefebvre,56647340581034,Marseille,83644.32,MASTER
308,Jean,Girard,58768259864240,Paris,52294.27,SENIOR
309,Camille,Moreau,47338087086203,Marseille,78900.68,MASTER
310,Nicolas,Dupont,44100498729741,Marseille,73499.68,SENIOR
311,Camille,Moreau,56718288921521,Nantes,42344.83,MIDDLE
312,Chloé,Moreau,20623648846988,Lille,25979.69,MIDDLE
313,Marie,Laurent,20056343139389,Lille,89536.31,MASTER
314,Jean,Lefebvre,91394051076697,Nantes,20700.86,MIDDLE
315,Chloé,Lefebvre,16996771002211,Lyon,71087.02,SENIOR
316,Thomas,Girard,64767406264201,Lyon,73503.23,SENIOR
317,Lucas,Girard,44590365803941,Paris,67718.94,SENIOR
318,Nicolas,Martin,55237088866379,Lille,76626.6,MASTER
321,Jean,Lefebvre,94587300711305,Lille,48998.61,SENIOR
323,Camille,Moreau,54941671244508,Lyon,35397.38,MIDDLE
324,Chloé,Lefebvre,46555474612488,Marseille,51017.26,SENIOR
325,Chloé,Laurent,14960702926995,Marseille,24816.15,MIDDLE
327,Jean,Lefebvre,48006360388940,Marseille,41815.35,MIDDLE
328,Camille,Moreau,85253280021240,Lyon,25904.01,MIDDLE
329,Jean,Girard,42025761020161,Lille,83722.6,MASTER
330,Camille,Moreau,17138552421557,Bordeaux,60836.32,SENIOR
331,Camille,Martin,85428919577835,Nantes,22704.78,MIDDLE
332,Camille,Lefebvre,66790858929117,Marseille,43151.52,MIDDLE
333,Marie,Moreau,38863665121590,Lyon,30925.25,MIDDLE
334,Lucas,Dupont,29682807494758,Lyon,66852.81,SENIOR
335,Lucas,Moreau,18840860035962,Nantes,69256.41,SENIOR
336,Lucas,Laurent,59798051775137,Nantes,81284.03,MASTER
337,Nicolas,Martin,48302711672074,Lille,19680.35,JUNIOR
338,Jean,Lefebvre,63486698230374,Nantes,32776.05,MIDDLE
339,Jean,Martin,85599452595430,Nantes,35493.17,MIDDLE
340,Jean,Girard,23102501346328,Marseille,70925.3,SENIOR
341,Marie,Moreau,37999329785537,Bordeaux,39700.09,MIDDLE
344,Lucas,Lefebvre,18927873441577,Lyon,22302.71,MIDDLE
345,Marie,Martin,34718866411577,Marseille,23604.64,MIDDLE
346,Camille,Martin,41582308459410,Lille,15402.67,JUNIOR
347,Thomas,Laurent,16968138837434,Lyon,25082.79,MIDDLE
350,Thomas,Dupont,47184072095677,Bordeaux,52776.39,SENIOR
351,Marie,Dupont,32850507911594,Lille,63460.77,SENIOR
352,Lucas,Martin,25397159975798,Paris,57301.5,SENIOR
354,Camille,Lefebvre,40134733851704,Bordeaux,74638.17,SENIOR
355,Marie,Martin,12135332896677,Bordeaux,47694.43,SENIOR
356,Camille,Girard,69295953723131,Lille,57667.44,SENIOR
357,Jean,Girard,87526356361874,Paris,78291.64,MASTER
358,Camille,Dupont,26185516145545,Bordeaux,48047.17,SENIOR
359,Nicolas,Moreau,46624085390694,Lyon,27121.21,MIDDLE
360,Chloé,Dupont,13607625959557,Nantes,66929.66,SENIOR
361,Lucas,Moreau,19509635836413,Lyon,64202.48,SENIOR
362,Lucas,Lefebvre,69585473960526,Lille,32393.62,MIDDLE
363,Chloé,Dupont,12982630344171,Lyon,72380.15,SENIOR
364,Lucas,Lefebvre,59762083563540,Bordeaux,48886.02,SENIOR
365,Jean,Laurent,44657803179420,Marseille,85428.57,MASTER
366,Jean,Girard,67571300189134,Lille,71348.46,SENIOR
367,Nicolas,Martin,20349425058364,Bordeaux,78107.05,MASTER
368,Thomas,Lefebvre,85584695631117,Paris,54369.24,SENIOR
369,Jean,Moreau,80379627398227,Marseille,21593.55,MIDDLE
370,Chloé,Martin,10237496627510,Nantes,47573.27,SENIOR
371,Nicolas,Dupont,84833953067329,Lille,41017.83,MIDDLE
372,Lucas,Girard,46565987432345,Marseille,41022.03,MIDDLE
373,Marie,Girard,61949480252321,Paris,34313.25,MIDDLE
374,Marie,Martin,84774213002722,Lyon,70275.7,SENIOR
375,Jean,Laurent,91947511721012,Nantes,60279.29,SENIOR
376,Lucas,Laurent,57827894303864,Marseille,67575.08,SENIOR
377,Marie,Dupont,29317550504932,Marseille,80632.23,MASTER
378,Nicolas,Laurent,88392920939496,Lille,78160.86,MASTER
379,Lucas,Dupont,50459107885625,Paris,70798.03,SENIOR
380,Marie,Girard,35957993971110,Marseille,47763.89,SENIOR
381,Camille,Martin,25883046542964,Bordeaux,19104.13,JUNIOR
382,Marie,Dupont,21033353647527,Lyon,50322.21,SENIOR
383,Thomas,Moreau,41243889523778,Paris,61104.08,SENIOR
384,Chloé,Martin,22040115553436,Marseille,40986.53,MIDDLE
385,Marie,Martin,16670466956450,Nantes,88891.71,MASTER
387,Thomas,Martin,97257127959686,Lyon,59695.09,SENIOR
388,Jean,Dupont,28649845973074,Marseille,22439.71,MIDDLE
389,Chloé,Girard,11405066423876,Lyon,82436.44,MASTER
390,Nicolas,Lefebvre,96269736700363,Marseille,46710.56,SENIOR
391,Jean,Girard,63248217206814,Marseille,88013.54,MASTER
392,Lucas,Martin,80100348141012,Marseille,32227.35,MIDDLE
393,Lucas,Martin,66066833997005,Lyon,44531.49,MIDDLE
394,Thomas,Girard,98790105989410,Marseille,34319.01,MIDDLE
395,Jean,Laurent,32616464752644,Lyon,32383.28,MIDDLE
397,Thomas,Moreau,97508795377903,Lille,28691.01,MIDDLE
398,Thomas,Moreau,26973112791205,Lyon,50593.62,SENIOR
399,Jean,Martin,46781388813799,Lyon,39059.81,MIDDLE
401,Camille,Lefebvre,34578056843968,Bordeaux,48491.57,SENIOR
403,Thomas,Girard,57642541954904,Lille,73942.63,SENIOR
404,Lucas,Martin,13975956945924,Lyon,68817.77,SENIOR
405,Nicolas,Girard,87982765358357,Marseille,16760.22,JUNIOR
406,Chloé,Martin,87453773973178,Marseille,63750.26,SENIOR
407,Thomas,Lefebvre,59640423269058,Marseille,84858.6,MASTER
408,Marie,Martin,54209931737891,Bordeaux,44816.54,MIDDLE
409,Chloé,Laurent,30515367550978,Bordeaux,69855.02,SENIOR
411,Lucas,Martin,22050857921931,Lyon,74183.02,SENIOR
412,Chloé,Martin,56568878935152,Lyon,47040.58,SENIOR
413,Lucas,Lefebvre,90202407264106,Marseille,22713.08,MIDDLE
414,Marie,Moreau,84753252330257,Bordeaux,31484.57,MIDDLE
415,Thomas,Girard,48664539598286,Lyon,73527.96,SENIOR
416,Thomas,Lefebvre,94033836696453,Lyon,40630.42,MIDDLE
417,Nicolas,Martin,48631799839332,Marseille,46037.79,SENIOR
418,Jean,Martin,51255798972601,Paris,57775.91,SENIOR
419,Lucas,Dupont,50177750513617,Lille,82624.57,MASTER
420,Lucas,Dupont,34206540097217,Nantes,79898.73,MASTER
421,Marie,Laurent,27869781615783,Marseille,20319.31,MIDDLE
422,Jean,Moreau,19383296030747,Marseille,32222.85,MIDDLE
423,Chloé,Dupont,24460306880623,Lyon,57825.08,SENIOR
424,Marie,Girard,54703941453363,Nantes,43869.26,MIDDLE
425,Thomas,Martin,40602885801787,Nantes,80583.07,MASTER
426,Lucas,Lefebvre,81653450981071,Paris,79758.32,MASTER
427,Camille,Martin,53746236163359,Bordeaux,86536.24,MASTER
428,Thomas,Girard,88542902639963,Lille,63674.06,SENIOR
429,Marie,Dupont,60283897865037,Lyon,64856.56,SENIOR
430,Nicolas,Girard,95847537399437,Marseille,37700.66,MIDDLE
431,Marie,Moreau,87762826359366,Marseille,54412.02,SENIOR
432,Chloé,Martin,12094478013085,Marseille,21628.43,MIDDLE
433,Chloé,Martin,36701564112462,Paris,60437.32,SENIOR
434,Jean,Dupont,44593468969505,Marseille,23633.14,MIDDLE
435,Camille,Dupont,58431545771127,Lyon,35439.45,MIDDLE
437,Nicolas,Girard,56738261717237,Lyon,85093.76,MASTER
439,Marie,Girard,98295104418621,Paris,23445.06,MIDDLE
440,Lucas,Martin,22777212435881,Nantes,76663.96,MASTER
441,Nicolas,Dupont,14968925349615,Nantes,50138.69,SENIOR
442,Camille,Martin,81161321515659,Lille,42616.79,MIDDLE
443,Camille,Moreau,30143083088816,Paris,45658.84,SENIOR
444,Thomas,Moreau,99421506764213,Marseille,57704.33,SENIOR
446,Marie,Laurent,69233070521750,Nantes,34268.46,MIDDLE
447,Nicolas,Laurent,57691316436230,Lyon,31891.81,MIDDLE
448,Marie,Lefebvre,88016716129067,Paris,69099.48,SENIOR
449,Thomas,Lefebvre,39255613133188,Paris,67359.67,SENIOR
450,Jean,Moreau,42116396797729,Paris,16118.53,JUNIOR
451,Camille,Laurent,12891283576296,Nantes,58974.51,SENIOR
452,Camille,Lefebvre,86475599678965,Paris,84042.48,MASTER
453,Thomas,Lefebvre,38037868068793,Paris,15810.73,JUNIOR
454,Nicolas,Moreau,29437453127992,Lyon,34733.76,MIDDLE
